Village,District,State,Year,Total_Net_Area,Total_Production,Fields_Count,Yield_std,Yield_min,Yield_max,NDVI_S1,NDVI_S2,NDVI_S3,NDVI_S4,NIR_S1,NIR_S2,NIR_S3,NIR_S4,RED_S1,RED_S2,RED_S3,RED_S4,VH_S1,VH_S2,VH_S3,VH_S4,VV_S1,VV_S2,VV_S3,VV_S4,Kg_per_Hectare
nandbai,chittorgarh,rajasthan,2024.0,0.1008,84.4500384,1.0,46.01483634756405,837.798,837.798,0.269226215329825,0.334217412011391,0.284754472248037,0.237839616321264,0.334692511963527,0.36830313035676,0.332089207445888,0.339542153488375,0.190967556679488,0.181509812020682,0.180550745917539,0.206433456092988,-17.5131589031517,-17.1859690834583,-16.8299071141694,-17.1365248356929,-9.96023353419336,-10.5012749627276,-10.7222842314405,-10.6162212509988,837.798
nandoli,chittorgarh,rajasthan,2022.0,0.0978,63.0999732,1.0,46.01483634756405,645.194,645.194,0.266654799281349,0.420308057961322,0.482013463749161,0.422643025588697,0.329744461311396,0.401246009879627,0.440125895558614,0.429524068843364,0.188056676705949,0.159381814775584,0.149192839597137,0.171589010473142,-18.1987429476404,-17.8750216891199,-17.3721050585806,-18.2875169619604,-10.3493440193737,-11.6182941832551,-11.4888798288145,-11.9705957501295,645.194
nandoli,chittorgarh,rajasthan,2023.0,0.4987,353.8799949,5.0,19.2225708295743,690.9,735.041,0.272128593960961,0.404306263375574,0.460606699036032,0.375229993757332,0.349773071499239,0.409568902189859,0.442275460040728,0.399824725828762,0.196614783428381,0.16982735254264,0.159965335584145,0.179618880660601,-18.0238050851018,-17.4606804832049,-17.9348908728572,-18.32309565604,-10.219227576626,-10.6892905220344,-12.2509648232771,-12.1066942527771,709.604962703028
nandoli,chittorgarh,rajasthan,2024.0,0.5859,530.529993,6.0,34.8900348807316,851.5496,942.3711,0.241537174375353,0.389498680827355,0.411512975413993,0.319801935340948,0.323863318593869,0.393758380630055,0.402667062142492,0.403114943659208,0.197018910935897,0.171783157273935,0.164042686277913,0.206680008997365,-19.0105010288119,-18.2906611796356,-18.1212121194632,-18.5545566360041,-10.6821450619737,-11.4289406987024,-11.9182395816823,-11.6128501146071,905.495806451613
nannana,chittorgarh,rajasthan,2022.0,0.5885,383.60000031,6.0,29.8371579128218,607.7689,684.5041,0.284196145240026,0.439363281662833,0.478127780590182,0.392654393929178,0.335428208295854,0.421885782861919,0.44185663917328,0.417188233573233,0.183833965869532,0.161553296575597,0.151731248925301,0.180503713253721,-18.9998443209379,-18.648634417538,-17.6791973890447,-18.246484230551,-10.8930526194432,-12.3789832387612,-11.9596627512875,-12.1480856335061,651.826678521665
nannana,chittorgarh,rajasthan,2023.0,1.8581,1336.8500072,19.0,25.3686386652729,671.5667,790.5405,0.323784960269305,0.44050395274469,0.446056584704365,0.347596423209544,0.374254846121414,0.430557515592143,0.448639179245996,0.390770801089393,0.186612058092384,0.163338360492285,0.169075877719716,0.188128421072963,-17.8006673621455,-17.4439720459966,-18.7098480784725,-18.9911357281667,-10.0365735545157,-11.0660848032487,-12.746620947845,-12.4112732051719,719.471507023303
nannana,chittorgarh,rajasthan,2024.0,1.8867,1684.0700675,19.0,54.7201238264219,826.7,1033.828,0.227751217116572,0.373287187097752,0.411810701403319,0.310749670680259,0.298155113971041,0.378005415801139,0.399321124222112,0.389766835297289,0.185029658669476,0.170102297725555,0.163375709440806,0.204339643517627,-18.8854594873701,-18.7789505384349,-17.8093184250495,-19.0589843238745,-10.2573156578262,-11.5104029997905,-11.9751847294436,-12.0098055574012,892.600873217788
napaniya,chittorgarh,rajasthan,2022.0,0.2017,201.20000132,2.0,526.199097363541,630.7918,1374.9497,0.269762839406317,0.314138174315553,0.378084283192857,0.351907709387093,0.344822617731423,0.363551505638706,0.379093870468381,0.389270164539426,0.196424512572347,0.188380378578916,0.166874572143675,0.18485221522545,-18.6135211086848,-18.3665934379741,-18.0749605381228,-18.4766810873131,-11.3242168497121,-11.948931247979,-11.818956591568,-12.2673754065693,997.521077441745
napaniya,chittorgarh,rajasthan,2023.0,0.6884,483.81999687,7.0,36.4205452812924,662.6943,757.287,0.253910026583801,0.307440522976227,0.334837896048328,0.288514312591116,0.349723711961187,0.351259012878838,0.388993973248168,0.3635097865816,0.206601169021729,0.182861083533541,0.193029646751632,0.200290706487065,-18.5393012515606,-17.9761263764776,-17.6175204101681,-18.7106102649807,-11.2775089026364,-11.1108065036176,-11.584081382334,-12.5057882407052,702.818124447995
napaniya,chittorgarh,rajasthan,2024.0,0.7792,708.890022,8.0,75.7081621914752,825.152,1028.529,0.267808851538681,0.311791201454194,0.34571643586902,0.302718082481001,0.337175541621151,0.375558209275705,0.398292299943237,0.373436115934476,0.193616101484862,0.195709997313744,0.190891479448762,0.198119302823112,-18.5238207901544,-18.3314145171813,-18.3173946140588,-18.5002407735781,-10.9787351215378,-11.7984529264248,-12.2069010016306,-11.9086804733548,909.766455338809
napawali,chittorgarh,rajasthan,2023.0,0.0996,69.68000064,1.0,46.01483634756405,699.5984,699.5984,0.277089045888955,0.437776772458194,0.44194675280714,0.374880343298927,0.34498459937161,0.431086606887548,0.43714603131891,0.386230997495328,0.192743729853004,0.164217061854227,0.164869472207389,0.174285949119406,-17.6437879903147,-17.3382549553811,-18.4310209800999,-18.366319662697,-9.74045277191621,-10.8450539534675,-12.549011857699,-12.325050795125,699.5984
napawali,chittorgarh,rajasthan,2024.0,0.104,86.269976,1.0,46.01483634756405,829.519,829.519,0.23939818769308,0.394272716026264,0.447165796638479,0.371023333806693,0.307921239426961,0.388504145416536,0.422029785027168,0.402570847014087,0.187776154630044,0.167313083731494,0.156749028663177,0.184101079909354,-18.308039075636,-17.9420651766431,-18.3181641745476,-18.3738041622162,-9.76262793516573,-11.1679176827096,-12.4024057809073,-12.2559401734982,829.519
narayanpura,chittorgarh,rajasthan,2022.0,0.3964,285.2800263,4.0,8.83036833414476,707.903,729.298,0.252347174799261,0.256197391789247,0.299089201051919,0.258573751257376,0.353727662203319,0.365187419620626,0.351733441317606,0.360695608630419,0.209150174502371,0.215456932688795,0.186360031868673,0.211345562022543,-19.439018907692,-19.5485535492547,-19.3712465733525,-19.5686570657461,-12.0517110484961,-12.5840835369864,-12.4603139248664,-12.4112888949524,719.677160191726
narayanpura,chittorgarh,rajasthan,2023.0,0.7995,571.3000986,8.0,21.5966003194285,668.5,741.4,0.222125199072987,0.257855209849526,0.252610532654759,0.217054308163542,0.361742300838543,0.320791591147517,0.371827718892566,0.343599066800331,0.229763941874814,0.186236233721425,0.221600624195208,0.220399751616822,-19.211304085327,-19.1346057304067,-19.0669623995178,-19.9881513998377,-11.8054094473276,-11.6224877778991,-11.7761700869062,-12.7912906577032,714.571730581613
narbadia,chittorgarh,rajasthan,2022.0,0.0946,60.59000398,1.0,46.01483634756405,640.4863,640.4863,0.27580472526615,0.360845709705141,0.407056040810531,0.369703383115087,0.337429361326685,0.38161316027673,0.39850383826958,0.396412297362402,0.188988065971441,0.176745267065808,0.16376811446721,0.181031618765451,-18.7399147593582,-18.5051332401637,-17.9157940261884,-18.2280342539092,-10.8911013193694,-12.0476455469272,-11.5505198942815,-11.9150239065327,640.4863
narbadia,chittorgarh,rajasthan,2023.0,1.0863,781.49999974,11.0,18.2062062772611,696.1264,764.7184,0.261282618187783,0.330530657302844,0.377407503684885,0.294729397340208,0.348875077815291,0.363326306422595,0.403767582489361,0.363493791886991,0.201722547959712,0.178678946896771,0.181139086975773,0.198059121579442,-18.8624466611853,-18.0972742574338,-17.6361832583442,-18.921297669793,-11.059678418245,-10.9571713419422,-11.5276054180745,-12.4576436069931,719.414526134585
narbadia,chittorgarh,rajasthan,2024.0,1.4015,1212.9799867,14.0,46.695431812008,826.424,1020.38,0.244118886560923,0.327493337329161,0.350184870373293,0.306418228956721,0.32397287128873,0.38343810092105,0.385543155273695,0.381684941782289,0.195811336778416,0.192818518227063,0.182691946204443,0.201261422391525,-19.0725961067733,-18.6464085841107,-18.5056186992775,-18.9840462047227,-10.6198737027708,-11.7910792092248,-12.1988772314076,-11.895640845313,865.48696874777
narela,chittorgarh,rajasthan,2023.0,0.7936,571.85999284,8.0,15.9936324227074,697.6119,750.4008,0.221987431986444,0.26337257767063,0.342586861511348,0.296155783363297,0.349874809916895,0.31206519511372,0.385484190265116,0.363959562444706,0.221672893870536,0.178457317805052,0.187834791906302,0.196266474308819,-18.6086354135575,-18.6505501248013,-17.5173059780042,-18.5541133113905,-10.9886576748158,-11.076245391753,-10.9710246894732,-11.8850256014605,720.589708719758
narela,chittorgarh,rajasthan,2024.0,1.1956,1237.1399991,12.0,132.513264003995,878.252,1263.347,0.236610024862073,0.246912758090493,0.278663074257135,0.289076109899338,0.331405414440619,0.349626671910175,0.332334232306649,0.370206539807705,0.203715500695617,0.209935248352733,0.183681041427741,0.200596046176627,-19.0705812566965,-19.1292846155359,-18.852763764128,-18.6567878383655,-11.114804280504,-11.5434838086828,-11.9330740099667,-11.6012974088437,1034.74406080629
naria,chittorgarh,rajasthan,2022.0,0.201,122.910054,2.0,11.0096525830746,603.824,619.394,0.305485336436642,0.32998216179968,0.346324873849561,0.325643633417668,0.362674821081665,0.374070809114095,0.366117820464962,0.3760682272233,0.189621774673377,0.186153743379058,0.173357482508202,0.189487722637728,-18.8351279013619,-18.3067196733435,-17.6184525663056,-17.7151990984623,-11.4987010312445,-12.0083299096981,-11.3889511160074,-11.569331877885,611.492805970149
naria,chittorgarh,rajasthan,2023.0,0.7011,489.3799476,7.0,52.3546477265527,587.164,738.839,0.234209700899343,0.257838635943907,0.318576828652257,0.279658996411872,0.363069400830039,0.323279706952844,0.381473866040737,0.354014597806461,0.224249077585754,0.188745928948382,0.195755882779957,0.197724477690313,-19.4226576755463,-18.8940372315124,-17.4065225505766,-19.0171744386792,-12.2140952576106,-11.3541273420689,-11.38817967864,-12.6252221832871,698.017326486949
navabpura,chittorgarh,rajasthan,2022.0,0.1976,125.9699487,2.0,23.0000622716549,621.549,654.076,0.270314909035386,0.331670321949485,0.358061062319385,0.300364471055692,0.341967384707496,0.378929143085952,0.365731492237129,0.362138045181504,0.193946690950351,0.187183306990078,0.167755906421825,0.192738331034603,-17.3985923806661,-17.0022421359447,-16.5579421443088,-16.7570978338832,-10.1222308979171,-10.8141975299144,-10.445984865634,-10.5833722269361,637.499740384615
navabpura,chittorgarh,rajasthan,2023.0,0.4899,361.32000341,5.0,9.9027904447686,728.2435,752.7919,0.313600170451459,0.358440948546969,0.332708243679534,0.245591767823841,0.374914442143592,0.380271755396651,0.385768476892879,0.339470705307235,0.192394440632064,0.173493185130667,0.189144617348536,0.204764069785567,-16.2784553186849,-16.3710669964198,-16.6838337267535,-17.1497489749486,-9.53866896984182,-10.2839727658012,-10.5176278972349,-10.7127424335328,737.538280077567
navabpura,chittorgarh,rajasthan,2024.0,0.5814,503.43000046,6.0,21.8376761567404,832.2778,893.4307,0.261003985207912,0.350876383628206,0.284852828344735,0.215970744824623,0.327799465728476,0.38424418988299,0.343885425669674,0.34970886040912,0.190733126832142,0.181543673835289,0.189563498889624,0.225079758532264,-17.7907277410216,-17.3903053961579,-16.5464309417463,-17.4698106968756,-10.2123758162685,-10.8489604562189,-10.5809784486246,-10.6916992732036,865.892673649811
netawalmaharaj,chittorgarh,rajasthan,2022.0,0.1993,133.64000377,2.0,17.1056908543619,658.4089,682.6,0.281292391233198,0.35078275358782,0.412048378418869,0.370639532471692,0.33757240968866,0.373912288078406,0.396726956265771,0.399412876827174,0.186555524395432,0.177428193686729,0.161100019482006,0.181609957316797,-18.126497169648,-17.9605645050619,-17.4666663185501,-17.8552029541196,-10.6100352675535,-11.6210886224495,-11.4200144887795,-11.6587283886888,670.546933115906
netawalmaharaj,chittorgarh,rajasthan,2023.0,0.4961,359.96000893,5.0,30.081295837663,698.4925,777.3153,0.237685313852903,0.287216855932427,0.365910367900792,0.310529954479188,0.353773086701568,0.329391597000359,0.394095506488295,0.367840237206635,0.21660343679805,0.178555568745708,0.181513300424765,0.191967297045185,-18.5675070126608,-18.2140182733508,-17.2709055353594,-18.4456418757676,-11.1935899840788,-10.8795087324304,-11.0852696418376,-12.1184044995611,725.579538258416
netawalmaharaj,chittorgarh,rajasthan,2024.0,0.4952,465.0399507,5.0,34.8912293735832,886.546,973.948,0.266452697742712,0.299338676126756,0.290436998656212,0.264156587183626,0.341909406139649,0.376950736672491,0.341640376274027,0.368343771105303,0.195886116804069,0.201218852885979,0.184750288352666,0.212690694515367,-18.6306765288532,-18.5653557593143,-18.6952164356361,-18.682478598129,-10.845458699858,-11.6405101133197,-12.0854839308229,-11.6585317869458,939.095215468498
nevriya,chittorgarh,rajasthan,2022.0,0.6001,395.8099329,6.0,85.8712096960714,493.32,738.6,0.251481239070489,0.238728017735005,0.297173421295025,0.264944620667204,0.349327118144806,0.352475507801022,0.339041631440356,0.354221960959781,0.209084087327744,0.217524168468824,0.182063824127073,0.205934805801394,-19.1164584916256,-19.4173648545445,-18.8694947009537,-18.8989240895,-12.1416753316443,-12.7396213459405,-12.2833201157073,-12.2681210262458,659.573292617897
nevriya,chittorgarh,rajasthan,2023.0,1.3142,851.4699415,13.0,46.7365455851282,581.262,730.777,0.223128968266281,0.26053434045062,0.247386206404829,0.22234582642591,0.348458893115292,0.313147423293355,0.360573503337275,0.347944486473476,0.221485794665873,0.181969694622823,0.218874815858465,0.221708306686068,-18.7643891035115,-18.8958212839358,-18.9832524849158,-19.7384781095517,-11.4857114441581,-11.6147814999369,-12.0645219508655,-12.99105833188,647.899818520773
nikumbh,chittorgarh,rajasthan,2022.0,0.2041,138.400014,2.0,2.63043722601398,676.26,679.98,0.274099874813511,0.403137222926461,0.439788179003827,0.392420622108308,0.333130418957862,0.400109394833433,0.418593166718643,0.420032322747795,0.187117573573851,0.168924818644231,0.159935252422297,0.182190842797767,-18.3725463592246,-17.9214132326054,-16.9965757049793,-17.7487298677809,-10.6553549004544,-11.6627010022443,-11.0667085323125,-11.6953272414306,678.099039686428
nikumbh,chittorgarh,rajasthan,2023.0,0.4002,282.50000077,4.0,35.748231013238,652.6316,728.5427,0.289337291634972,0.39352445108268,0.42718894242536,0.367236979974751,0.360617152989519,0.399723216068148,0.438496265390483,0.400464846184926,0.195776972218637,0.171639630257944,0.174063160716896,0.183926963829272,-17.702867259926,-17.2097968872306,-17.8525634051708,-17.8514018591519,-10.0691523856442,-10.6456831979669,-11.8626965720728,-11.7129227868483,705.897053398301
nikumbh,chittorgarh,rajasthan,2024.0,0.4031,341.34999692,4.0,11.9863209279022,833.5968,861.4688,0.247921506386022,0.378431505531595,0.398667572662077,0.333568371438019,0.315273318377515,0.382294675546815,0.39989495872657,0.406836852028745,0.187522162696685,0.17292638089401,0.169623067973059,0.202804642767297,-18.5601878840428,-18.0017786526391,-17.5645375310127,-17.9816880301903,-10.3807384695933,-11.2395380912249,-11.5446686404299,-11.4508649504371,846.812197767303
nimbahera,chittorgarh,rajasthan,2024.0,0.0972,82.71999936,1.0,46.01483634756405,851.0288,851.0288,0.278325631449584,0.302254305214868,0.244623001931302,0.22343989952199,0.343405007475552,0.373429092552633,0.319047242618235,0.342885192064586,0.189708931748211,0.196278121607532,0.191603469608577,0.215957107474227,-18.5217776974481,-18.328753971417,-18.909262924488,-18.9532956841546,-10.7241900311497,-11.4572770270968,-12.1684301838048,-11.6849556719003,851.0288
nimboda,chittorgarh,rajasthan,2022.0,0.3989,245.3499935,4.0,38.995878966031,560.959,649.4,0.315443417467651,0.376522849041365,0.362263923018473,0.262094491902833,0.372407077788804,0.407267540573069,0.392036875312813,0.373781702589652,0.190752591187658,0.18154070934767,0.178640627417763,0.21827738351513,-18.1297509137907,-17.8876101554513,-17.7192802282895,-18.7382061220881,-10.7653611288008,-11.5625737070116,-11.2907160594081,-11.9968528500668,615.066416395086
nimboda,chittorgarh,rajasthan,2023.0,1.0056,727.27001118,10.0,17.6234660980467,694.6809,750.6586,0.317481098875796,0.366445578698593,0.35095536665198,0.247175694826556,0.415592116583911,0.407189031800695,0.407929004144631,0.356747135628648,0.212247114207418,0.184302956696857,0.193622212190645,0.215648272402952,-17.5598119854699,-17.5029381288817,-17.8300302293172,-19.1124985170761,-10.3518206314722,-10.8925175322938,-11.4706582825452,-11.8831574449003,723.219979295943
nimboda,chittorgarh,rajasthan,2024.0,1.6266,1525.75989301,16.0,124.322643843864,793.1665,1251.158,0.285127194809602,0.384007051953481,0.289702631663429,0.221887536852844,0.357441305991947,0.423673461842232,0.360625919235408,0.357023948734209,0.196937228914326,0.184934326438386,0.197147018882941,0.227878693612389,-18.3386454734882,-18.3102594366916,-18.0543095296738,-19.5746998503568,-10.495651128604,-11.5262763264931,-11.5827833095926,-11.997627748479,938.00559019427
pachali,chittorgarh,rajasthan,2022.0,0.392,252.4700133,4.0,11.4337450908848,627.8905,654.829,0.317121619769763,0.351979819510478,0.386686359192382,0.322057286198469,0.361844039237258,0.382277455731721,0.390606498767476,0.382778859060806,0.184945094503544,0.180998092790155,0.169360946762154,0.19609570366695,-18.0393345391249,-17.8974903823736,-17.2158018897542,-17.9791725360969,-10.8625521211094,-11.7004800908977,-11.3878869633754,-11.8622765840541,644.056156377551
pachali,chittorgarh,rajasthan,2023.0,0.7998,525.20000399,8.0,11.5090417306196,640.8774,676.5,0.246993248687503,0.28648217568688,0.339799880960375,0.284931072472615,0.36371346347357,0.336617893430308,0.389076559998862,0.358261345056361,0.219111043916163,0.183662769402595,0.190221425565314,0.198399732624212,-18.7526709588419,-18.273224257624,-17.2566916190726,-18.7391184601957,-11.5733403099422,-11.1410671579428,-11.186846102464,-12.3376563592422,656.664171030258
pachali,chittorgarh,rajasthan,2024.0,0.2996,300.0599974,3.0,47.5416666514752,955.466,1050.398,0.297916705126262,0.296300767637652,0.278147028303561,0.232183292089698,0.360884658946048,0.381245725404498,0.341185093098786,0.359625618469379,0.192857370760811,0.204474274664933,0.190206561892309,0.221778790616793,-18.5803028473598,-18.4967915785785,-18.821106610879,-19.0947130458426,-11.0069407567198,-11.8700869061971,-12.2979260952298,-12.05539068359,1001.53537182911
pachundal,chittorgarh,rajasthan,2023.0,0.3977,282.61999778,4.0,30.6983946000438,679.2893,744.0081,0.243421275304035,0.334934898706108,0.344526796619973,0.302781194167252,0.343714045155016,0.373220406189388,0.390557143115476,0.372167203990354,0.205121771810844,0.17535192388133,0.183887797942604,0.1973091509865,-18.0797674384928,-18.1850006902631,-18.2553749322701,-18.2185639071666,-10.4253276102951,-11.1932262603049,-11.6637968871626,-11.7613710497365,710.636152325874
pachundal,chittorgarh,rajasthan,2024.0,0.3961,360.1701054,4.0,43.2562419811677,862.652,958.854,0.205763867725518,0.328385977125032,0.321757771443357,0.286385076618935,0.301127098809435,0.371195351237304,0.365663352510186,0.374579707785308,0.192732373582827,0.180425056299321,0.184115729999279,0.20741323175609,-18.6786552942382,-18.6124103353475,-18.2867489039888,-18.232099486313,-10.6512661545333,-11.4622566301303,-11.8652498963047,-11.4282764235437,909.290849280485
pal,chittorgarh,rajasthan,2022.0,1.0925,684.97999968,11.0,34.509628169868,550.7463,677.7328,0.265682845957166,0.276820667905768,0.262403484241522,0.233619114424248,0.351799516722381,0.368242895207261,0.336334055131301,0.348613810389185,0.206140625407799,0.207131197092538,0.193281470403063,0.215020920783172,-17.3232741385331,-17.3897393765266,-17.1864450186901,-16.8271470009045,-10.3758475638804,-11.0289052801862,-10.7506050701337,-10.4631189081834,626.983981400458
pal,chittorgarh,rajasthan,2023.0,1.301,795.8500125,13.0,39.0610221781122,556.2984,679.938,0.248435777390561,0.264823831982612,0.267246759847852,0.220232873570364,0.363849117757271,0.34767086285605,0.373077769911479,0.343542448912663,0.219450584811321,0.197435629812695,0.213504734219424,0.219311736812376,-16.9483652858116,-17.1286175568019,-16.9717102409593,-16.8275007398446,-10.0164379946691,-10.5290001539868,-10.5843031711861,-10.6663188425352,611.721762106072
pal,chittorgarh,rajasthan,2024.0,0.1932,222.6600292,2.0,34.2140687144923,1127.941,1176.327,0.251442180908831,0.275549710484727,0.233122070833962,0.209504112664164,0.346031333112315,0.376312270361335,0.336829750187753,0.346565196341258,0.207907136564433,0.211858989092849,0.206584304139729,0.2251882610606,-17.4255923598741,-17.519574293877,-17.0255494765573,-16.8988971498243,-10.2470252189059,-10.9365692431044,-10.8433287970809,-10.4408540059106,1152.48462318841
palakhedi,chittorgarh,rajasthan,2022.0,0.2879,193.5599112,3.0,16.2585327238756,655.773,688.29,0.26757679584271,0.430668430899664,0.502654068833968,0.460012425291028,0.314002848173596,0.394895891261766,0.448124423425037,0.440543986513458,0.17670015682108,0.151693183816508,0.142871588732574,0.15870450410763,-18.2286415913172,-18.1103234291437,-17.4473044757673,-18.3410599808121,-10.2764754322881,-11.6782101971209,-11.6062842128388,-12.5209410797806,672.316468218131
palakhedi,chittorgarh,rajasthan,2023.0,0.3967,278.73999836,4.0,47.8581417717683,646.0784,761.5145,0.293130333656917,0.435312054149684,0.495513031181516,0.447311444560715,0.337896168922287,0.415411941810702,0.4617508276173,0.429388239727662,0.181073261729544,0.158108668586667,0.150916713171869,0.158962457906724,-17.8884764411546,-17.6535890976165,-18.2847331501783,-18.5730428066149,-10.1271422036553,-10.8876856063171,-12.4136713506447,-12.6420987100784,702.646832266196
palakhedi,chittorgarh,rajasthan,2024.0,0.3015,275.509999,3.0,11.9253765803573,901.561,925.3535,0.259541905240577,0.438316117140818,0.449731958858368,0.357376481033325,0.310644331359638,0.408527127745389,0.414987241052313,0.409446485824734,0.181002799822027,0.156738644398475,0.1529573474754,0.192217567051982,-18.9289014911971,-18.1048389211643,-18.2262505918199,-18.5748269096665,-10.4897417953204,-11.4662075632789,-12.1247709433375,-11.9448605189075,913.797674958541
palanpur,chittorgarh,rajasthan,2024.0,0.393,421.8000096,4.0,153.495305390751,879.738,1200.0,0.261492590571662,0.38831967333362,0.3285308612059,0.256856821900041,0.35403751202736,0.415892988144122,0.362412429447427,0.360705815129545,0.199835805880784,0.178875808865793,0.179754471201021,0.211282816125077,-19.7368764136428,-18.4572268603279,-18.7204854716548,-20.770593192071,-11.3211301967808,-11.1481883087185,-11.7452777176683,-12.5477981227068,1073.28246717557
palchhaa,chittorgarh,rajasthan,2022.0,0.1004,73.29000204,1.0,46.01483634756405,729.9801,729.9801,0.327343725364724,0.431805881116215,0.408830074365913,0.360087642268178,0.349656739269125,0.420117491931842,0.386016388794232,0.389580643994038,0.174428812346334,0.1606657927633,0.156892662894155,0.179492935360746,-17.2817899966691,-16.8117885111064,-15.9255938251097,-15.8720596236389,-9.71502773621845,-10.5223691328326,-9.924967658436,-9.78793390694562,729.9801
palchhaa,chittorgarh,rajasthan,2023.0,0.1959,140.75999664,2.0,25.3634252664147,700.5128,736.3821,0.361002075959884,0.431512387415646,0.430007739220072,0.323100674070105,0.391561532555676,0.412430127642408,0.427795842972843,0.374524386723364,0.180626768764813,0.156977917098962,0.164094640689703,0.188346036900625,-16.1581215723518,-16.1447007919005,-16.0853143548195,-16.3262722446867,-9.3210869353294,-9.90113995047291,-10.0178391760854,-10.1146635480453,718.529845022971
palchhaa,chittorgarh,rajasthan,2024.0,0.4032,461.7699121,4.0,133.679605765676,1025.933,1267.928,0.300059681213173,0.43085065055839,0.36566738698311,0.280135667400691,0.333689725084793,0.41822889910191,0.382239661994546,0.370759527215383,0.177206483408871,0.162003471000602,0.172776062347545,0.207145265414516,-17.9100697276257,-16.9244505413098,-16.1564999789822,-16.6888387169813,-9.92696369054886,-10.2293388571976,-10.1355768143993,-10.110760279028,1145.26267881944
palchhab,chittorgarh,rajasthan,2022.0,0.3059,200.28000426,3.0,47.3036174592388,605.4002,699.5005,0.327343725364724,0.431805881116215,0.408830074365913,0.360087642268178,0.349656739269125,0.420117491931842,0.386016388794232,0.389580643994038,0.174428812346334,0.1606657927633,0.156892662894155,0.179492935360746,-17.2817899966691,-16.8117885111064,-15.9255938251097,-15.8720596236389,-9.71502773621845,-10.5223691328326,-9.924967658436,-9.78793390694562,654.7237798627
palchhab,chittorgarh,rajasthan,2023.0,1.4898,1070.30999054,15.0,26.4991831879364,657.3964,755.7692,0.361002075959884,0.431512387415646,0.430007739220072,0.323100674070105,0.391561532555676,0.412430127642408,0.427795842972843,0.374524386723364,0.180626768764813,0.156977917098962,0.164094640689703,0.188346036900625,-16.1581215723518,-16.1447007919005,-16.0853143548195,-16.3262722446867,-9.3210869353294,-9.90113995047291,-10.0178391760854,-10.1146635480453,718.425285635656
palchhab,chittorgarh,rajasthan,2024.0,1.4956,1558.2296885,15.0,109.337963596626,881.149,1252.222,0.300059681213173,0.43085065055839,0.36566738698311,0.280135667400691,0.333689725084793,0.41822889910191,0.382239661994546,0.370759527215383,0.177206483408871,0.162003471000602,0.172776062347545,0.207145265414516,-17.9100697276257,-16.9244505413098,-16.1564999789822,-16.6888387169813,-9.92696369054886,-10.2293388571976,-10.1355768143993,-10.110760279028,1041.87596182134
paler,chittorgarh,rajasthan,2022.0,0.8864,542.70999008,9.0,43.0838713877492,555.071,688.6246,0.232096862733437,0.328571654862196,0.310522686883795,0.301622254419674,0.31263534631576,0.373195001150242,0.346251698578775,0.368686267424508,0.188218074578919,0.177091421820728,0.16816815869942,0.188191190195579,-18.8983536916646,-18.9002484455129,-18.5601771192332,-18.4093810637031,-11.8345005848337,-12.4909785378714,-12.2389238084192,-11.9929081635149,612.263075451264
paler,chittorgarh,rajasthan,2023.0,1.4794,1037.28999217,15.0,29.233220713648,623.2195,746.6,0.225811428668228,0.336623109428329,0.348459235853631,0.303427336693455,0.327738881730398,0.372878292411399,0.39661075861589,0.369695462377318,0.201081824981944,0.172188742666066,0.183463754616377,0.194876640986703,-18.4676769018971,-18.5979027877889,-18.5719733432719,-18.1622050297158,-11.2191878714278,-11.9640930870687,-11.8860270706103,-11.5450771748838,701.155868710288
paler,chittorgarh,rajasthan,2024.0,1.4773,1521.3598943,15.0,167.695423054701,854.5,1382.604,0.196051691052949,0.317688545914624,0.327610734410324,0.291975066086998,0.294220816463759,0.366631744305011,0.37209283690282,0.371455309820055,0.191780376983279,0.180405609648995,0.178990086965958,0.199436585581683,-19.5235176141272,-19.0669033551497,-18.83967507502,-18.2734207277394,-11.7595199778167,-12.2475335077476,-12.4079990743126,-11.5929446532631,1029.8246086103
palka,chittorgarh,rajasthan,2022.0,0.0991,61.2699624,1.0,46.01483634756405,618.264,618.264,0.258502016610521,0.378815982061239,0.39989843858846,0.364310833518698,0.326407274849415,0.393709247583454,0.406783967373671,0.411978550706481,0.186971925151808,0.1740211576654,0.169053882781835,0.189705296615158,-19.015073141085,-17.9678036462526,-18.1162812258598,-18.0250259705663,-10.6901640984665,-11.224374063235,-11.5004869853669,-11.6821485094263,618.264
palka,chittorgarh,rajasthan,2024.0,0.408,374.0099493,4.0,94.2635257244285,838.937,1053.472,0.252446812627839,0.394333690776159,0.367207983503048,0.262960092346426,0.325986327216657,0.407698179285731,0.395481130953421,0.368992241221722,0.191859126695607,0.172886072031939,0.177966442068648,0.213372681781585,-19.4978183359214,-18.1881489738576,-18.4656303437259,-19.0089829012698,-11.0402863671329,-10.9350202721712,-11.6456687797368,-11.6930292109944,916.691052205882
palod,chittorgarh,rajasthan,2022.0,0.7074,451.8299303,7.0,37.7287899727718,581.139,687.249,0.250645512241384,0.355073885803702,0.397908492863901,0.350772829084392,0.3236064136054,0.378606487213428,0.394063933529625,0.394718083021125,0.190483290534056,0.176147132316158,0.16249853004254,0.185716706380802,-19.0078962730268,-18.4788637158618,-18.3057557217138,-18.652738399963,-11.0762060468219,-11.7251577508505,-11.73201238064,-11.6237382578636,638.719155074922
